## This file was extracted from ExpressionPlot by grabbing the TCGA::COAD
## project and extractings the gene information from a SummarizedExperiment
## version of the data.
##
## library(ExpressionPlot)
## p <- ep.find.project('PRJ0004323')
## se <- ep.SummarizedExperiment(p, attach.annot=TRUE)
## gdata <- transform(as.data.frame(mcols(se)), entrez.id=rownames(se))
## out <- gdata[, c('symbol', 'entrez.id', 'size')]
"symbol","entrez.id","size"
"TM4SF18","116441",3925
"RAB39B","116442",3483
"GRIN3A","116443",7771
"GRIN3B","116444",3254
"TOP1MT","116447",2186
"OLIG1","116448",2279
"CLNK","116449",1677
"TSEN15","116461",2077
"FAM129A","116496",6926
"MAS1L","116511",1137
"MRGPRD","116512",966
"APOA5","116519",1932
"MRGPRE","116534",1296
"MRGPRF","116535",2284
"MRPL53","116540",655
"MRPL54","116541",623
"PPP1R27","116729",799
"CG030","116828",4890
"RPL39L","116832",703
"HSPA12B","116835",3148
"CNTROB","116840",3771
"SNAP47","116841",2367
"LEAP2","116842",707
"SLC18B1","116843",2425
"LRG1","116844",1780
"MED12L","116931",10349
"CLRN1-AS1","116933",2045
"RNU86","116936",55
"SNORD83A","116937",95
"SNORD83B","116938",93
"WDR17","116966",7521
"ART5","116969",1562
"ACAP3","116983",3759
"ARAP2","116984",7362
"ARAP1","116985",5646
"AGAP2","116986",5166
"AGAP1","116987",5050
"AGAP3","116988",4146
"ADCYAP1R1","117",6575
"TADA1","117143",2249
"CATSPER1","117144",2619
"THEM4","117145",5172
"MIA2","117153",2281
"DACH2","117154",2508
"CATSPER2","117155",2681
"SCGB3A2","117156",518
"SH2D1B","117157",2535
"DCD","117159",517
"WFIKKN1","117166",1948
"RAB3IP","117177",10025
"SSX2IP","117178",6114
"MRGPRX2","117194",2036
"MRGPRX3","117195",1639
"MRGPRX4","117196",1444
"HRASLS5","117245",3113
"FTSJ3","117246",3559
"SLC16A10","117247",2893
"GALNTL2","117248",4641
"IP6K3","117283",2823
"DEFB118","117285",1158
"CIB3","117286",661
"TAGAP","117289",3565
"AP2M1","1173",1940
"AP1S1","1174",1297
"AP2S1","1175",890
"TMC1","117531",3201
"TMC2","117532",3169
"RLN3","117579",452
"TWIST2","117581",1176
"PARD3B","117583",8174
"RFFL","117584",4346
"AP3S1","1176",1289
"ZNF354B","117608",2197
"CLC","1178",630
"TRIM78P","117852",1277
"TRIM6","117854",3511
"CLCA1","1179",3123
"ADD1","118",4068
"CLCN1","1180",3096
"CLCN2","1181",3239
"CLCN3","1182",6669
"CLCN4","1183",6789
"CLCN5","1184",10309
"LINC00161","118421",870
"UBE2J2","118424",2437
"GDEP","118425",2091
"LOH12CR1","118426",2085
"OLFM3","118427",3462
"ANTXR2","118429",8156
"MUCL1","118430",492
"RPL29P2","118432",657
"RPL23AP7","118433",1873
"GPR62","118442",2191
"EXOSC6","118460",1700
"C10orf71","118461",5286
"PRAP1","118471",777
"ZNF511","118472",1080
"CHCHD1","118487",844
"MSS51","118490",2423
"TTC18","118491",3704
"CLCN6","1185",5708
"CLCN7","1186",4225
"C10orf90","118611",3083
"BTBD16","118663",1848
"FAM24A","118670",596
"PSTK","118672",1705
"CLCNKA","1187",2536
"ZNF488","118738",3496
"PIK3AP1","118788",4811
"CLCNKB","1188",2923
"MORN4","118812",2574
"ZFYVE27","118813",3064
"MMP21","118856",1919
"COMTD1","118881",975
"FRA10AC1","118924",3089
"ANKRD22","118932",3986
"SFXN2","118980",2562
"PDZD8","118987",3837
"ADD2","119",5943
"AGAP4","119016",2431
"C10orf32","119032",2435
"CLU","1191",3303
"LYZL2","119180",774
"CLIC1","1192",1251
"CLIC2","1193",2686
"NUDT9P1","119369",1089
"AGAP11","119385",3155
"GSTO2","119391",1591
"SFR1","119392",1529
"CALHM3","119395",1652
"CTAGE7P","119437",2830
"CLRN3","119467",1143
"CLK1","1195",3794
"ANAPC16","119504",3569
"PNLIPRP3","119548",2309
"SFXN4","119559",1388
"CPXM2","119587",3724
"CLK2","1196",2137
"OR52E2","119678",978
"OR52J3","119679",936
"OR51L1","119682",948
"OR51A7","119687",939
"OR51S1","119692",972
"OR51F2","119694",1029
"OR52R1","119695",948
"CLK2P","1197",1812
"C11orf74","119710",820
"OR4C46","119749",930
"OR4X2","119764",912
"OR4B1","119765",930
"OR52M1","119772",954
"OR52K2","119774",1067
"CLK3","1198",2751
"SERPINA3","12",1590
"ADD3","120",4628
"TPP1","1200",3533
"OR5P2","120065",969
"OR5P3","120066",936
"GYLTL1B","120071",2528
"CLN3","1201",2097
"SLC36A4","120103",2465
"FAT3","120114",19048
"TRIM64","120146",1533
"TMEM45B","120224",2207
"CYP2R1","120227",1619
"DBX1","120237",1032
"CLN5","1203",2800
"C11orf93","120376",1414
"PIH1D2","120379",1456
"FAM55A","120400",1888
"FAM55B","120406",1778
"AMICA1","120425",2412
"DNAJC24","120526",3000
"C11orf46","120534",1770
"OR8I2","120586",933
"CLNS1A","1207",1373
"OR2D3","120775",993
"OR2D2","120776",927
"OR52W1","120787",963
"OR56A4","120793",1098
"OR56A1","120796",1071
"CLPS","1208",657
"LOC120824","120824",1359
"DEPDC4","120863",1155
"LRRK2","120892",9225
"CLPTM1","1209",2723
"CCDC38","120935",1954
"C12orf59","120939",2789
"FAM186A","121006",7265
"C12orf45","121053",622
"CLTA","1211",1236
"OR2AP1","121129",930
"OR10P1","121130",942
"CLTB","1212",1770
"SDR9C7","121214",1765
"LRIG3","121227",4143
"TMEM132D","121256",5777
"SLC15A4","121260",2789
"RHEBL1","121268",1177
"C12orf54","121273",889
"ZNF641","121274",4686
"OR10AD1","121275",954
"TPH2","121278",2360
"CLTC","1213",8575
"SP7","121340",3049
"GTSF1","121355",812
"OR10A7","121364",951
"KRT74","121391",2788
"NEDD1","121441",4098
"SLC9A7P1","121456",3306
"IKBIP","121457",3859
"CMA1","1215",784
"HIST4H4","121504",412
"ERP27","121506",1536
"FGD4","121512",8295
"AEBP2","121536",5807
"ASCL4","121549",2260
"BTBD11","121551",5911
"SPIC","121599",999
"ANO4","121601",4120
"ALKBH2","121642",1197
"FOXN4","121643",3352
"SPPL3","121665",4129
"TEX29","121793",709
"LINC00284","121838",2564
"METTL21CP1","121952",2312
"CSNK1A1L","122011",2405
"RXFP2","122042",2803
"TEX26","122046",998
"SLAIN1","122060",3547
"PRR20A","122183",1847
"SPACA7","122258",783
"TDRD9","122402",4764
"ANKRD9","122416",1626
"AK7","122481",2648
"IFI27L1","122509",715
"C14orf28","122525",2906
"TRAPPC6B","122553",3351
"C14orf79","122616",1890
"PLD4","122618",1934
"ADSSL1","122622",2078
"RNASE11","122651",1767
"TPPP2","122664",799
"RNASE8","122665",465
"MRPL52","122704",1301
"PSMB11","122706",1894
"OR4K14","122740",933
"OR4L1","122742",939
"OR11H6","122748",993
"LRR1","122769",2073
"KLHDC1","122773",2691
"FRMD6","122786",5265
"SOCS4","122809",7013
"NAA30","122830",4475
"GPHB5","122876",392
"NOXRED1","122945",1857
"JDP2","122953",4274
"ISCA2","122961",1061
"ACOT4","122970",1632
"PLIN2","123",2098
"CCR1","1230",2676
"TTC8","123016",2203
"TC2N","123036",5305
"SLC24A4","123041",9873
"SLC25A29","123096",2370
"DEGS2","123099",1405
"KLHL33","123103",1863
"LEO1","123169",2148
"CCR3","1232",1865
"C15orf40","123207",2656
"SENP8","123228",2295
"MTFMT","123263",2746
"OSTBETA","123264",940
"TARSL2","123283",3294
"CCR4","1233",1657
"HIGD2B","123346",1117
"LRRC28","123355",1450
"CCR5","1234",3661
"CCR6","1235",3687
"C15orf27","123591",2399
"CCR7","1236",2185
"NIPA1","123606",6589
"AGBL1","123624",3493
"AGPHD1","123688",1309
"CCR8","1237",1487
"WHAMM","123720",4261
"FSD2","123722",2493
"PLA2G4E","123745",4779
"C16orf46","123775",2226
"CCBP2","1238",2960
"NTAN1","123803",1112
"FOPNL","123811",2250
"DNAAF1","123872",2436
"ACSM2A","123876",2964
"DCUN1D3","123879",2868
"NRN1L","123904",633
"CMTM3","123920",2594
"C16orf78","123970",973
"ADH1A","124",1500
"CMKLR1","1240",5614
"SPATA2L","124044",2339
"C16orf55","124045",2190
"NOXO1","124056",1636
"CCDC78","124093",1611
"LTB4R","1241",4620
"ANKRD26P1","124149",6123
"IQCK","124152",2554
"ZG16B","124220",828
"PRSS30P","124221",2963
"PAQR4","124222",2692
"ZC3H18","124245",3727
"GPR139","124274",1238
"CDYL2","124359",2236
"ABCC2","1244",5051
"ANKS3","124401",2953
"FAM100A","124402",1413
"SEPT12","124404",1346
"ZNF720","124411",2774
"TMEM219","124446",999
"EARS2","124454",3962
"SNX20","124460",4404
"TMEM170A","124491",1060
"METTL23","124512",1316
"HSF5","124535",4107
"OR4D2","124538",924
"MSI2","124540",3059
"SLC38A10","124565",4915
"CANT1","124583",3674
"USH1G","124590",3561
"CD300LB","124599",2294
"KIF19","124602",3643
"ZPBP2","124626",2257
"CYB5D1","124637",3746
"OVCA2","124641",1076
"LOC124685","124685",456
"USP43","124739",4165
"KRBA2","124751",1964
"C17orf64","124773",960
"TEX34","124783",1284
"HEXIM2","124790",1330
"LSM12","124801",2484
"CCDC43","124808",2138
"CNTD1","124817",3277
"TMEM132E","124842",4369
"WFIKKN2","124857",3754
"FLJ40194","124871",722
"B4GALNT2","124872",2110
"SPACA3","124912",819
"SGK494","124923",3779
"SEZ6","124925",4236
"ANKRD13B","124930",3173
"SLC43A2","124935",3001
"CYB5D2","124936",2002
"C17orf49","124944",903
"ZFP3","124961",4995
"GGT6","124975",2630
"SPNS2","124976",4349
"C17orf57","124989",4700
"MRPL10","124995",1996
"WDR81","124997",7227
"ADH1B","125",2682
"RN7SK","125050",332
"TBC1D16","125058",3259
"AFMID","125061",2160
"GJD3","125111",4042
"KRT222","125113",1735
"KRT40","125115",1938
"C17orf76-AS1","125144",2516
"ZSWIM7","125150",2008
"SMCR7","125170",2645
"SLC5A10","125206",2139
"FAM210A","125228",4384
"LOXHD1","125336",7789
"INO80C","125476",1088
"TTC39C","125488",5945
"FAM69C","125704",2042
"CNGB1","1258",6339
"CLDND2","125875",974
"ZNF816","125893",2757
"CNGA1","1259",3021
"ZNF543","125919",3671
"CEACAM20","125931",1810
"RAVER1","125950",3593
"OR7D4","125958",1022
"OR7G1","125962",936
"OR1M1","125963",942
"COX6B2","125965",1663
"CALR3","125972",1285
"ACER1","125981",1088
"C19orf70","125988",900
"MBD3L2","125997",774
"ADH1C","126",1473
"CNGA2","1260",3285
"TRAPPC5","126003",850
"PCP2","126006",706
"OSCAR","126014",1936
"ZNF813","126017",4188
"ZNF441","126068",4448
"ZNF491","126069",2823
"ZNF440","126070",4181
"SWSAP1","126074",1662
"CCDC159","126075",1063
"CNGA3","1261",3848
"JOSD2","126119",769
"IZUMO2","126123",814
"CPT1C","126129",2918
"ALDH16A1","126133",3106
"NTN5","126147",1836
"CNGA4","1262",1911
"NLRP13","126204",3157
"NLRP8","126205",3934
"NLRP5","126206",3885
"ZNF787","126208",1928
"ZNF573","126231",2707
"WDR88","126248",1724
"TMIGD2","126259",1267
"EID2B","126272",1865
"TNFAIP8L1","126282",3960
"ZNF57","126295",2003
"IRGQ","126298",9687
"ZNF428","126299",1395
"PLK3","1263",2358
"JSRP1","126306",1145
"MOB3A","126308",3331
"MFSD12","126321",2818
"GIPC3","126326",4317
"NDUFA11","126328",2938
"C19orf21","126353",2851
"LRRC25","126364",2403
"OR1I1","126370",1068
"WTIP","126374",2204
"ZNF792","126375",3888
"NR2C2AP","126382",1299
"HSPB6","126393",1457
"CNN1","1264",1586
"CCDC105","126402",1751
"CYP4F22","126410",2609
"RINL","126432",3062
"FBXO27","126433",2324
"CNN2","1265",2458
"PLK5","126520",1933
"C19orf47","126526",2243
"LOC126536","126536",3342
"OR10H4","126541",951
"ANKLE1","126549",3217
"C2CD4C","126567",3124
"CNN3","1266",2066
"GABPB2","126626",1953
"TCHHL1","126637",3603
"RPTN","126638",3569
"CCDC163P","126661",2169
"TDRD10","126668",2529
"SHE","126669",6183
"C1orf172","126695",1803
"CNP","1267",5222
"C1orf96","126731",5121
"LRRC38","126755",1908
"AADACL3","126767",4049
"PUSL1","126789",1240
"B3GALT6","126792",2793
"CNR1","1268",5957
"WDR63","126820",3007
"KLHDC9","126823",1368
"AXDND1","126859",3642
"MAB21L3","126868",3229
"CNR2","1269",1775
"IFFO2","126917",5835
"HIST2H3C","126961",507
"SLC44A3","126969",2577
"ADH4","127",1980
"CNTF","1270",1894
"ATXN7L2","127002",2388
"C1orf194","127003",731
"LYPLAL1","127018",1892
"OR2M5","127059",939
"OR2M3","127062",939
"OR2T12","127064",963
"OR14C36","127066",939
"OR2T34","127068",957
"OR2T10","127069",939
"OR2T4","127074",1047
"OR2T11","127077",951
"CNTFR","1271",2111
"ATP6V1G3","127124",678
"CNTN1","1272",5189
"ASB17","127247",1107
"TYW3","127253",3550
"C1orf173","127254",7159
"LRRIQ3","127255",2865
"TPRG1L","127262",2428
"FAM213B","127281",2981
"MYOM3","127294",5800
"DMBX1","127343",2897
"OR10J5","127385",930
"TMCO2","127391",741
"ZNF684","127396",2097
"TCEANC2","127428",4097
"PODN","127435",3417
"LRRC39","127495",1946
"GJB4","127534",2840
"HMGB4","127540",2343
"RNF19B","127544",2606
"DCST2","127579",2419
"DNAH14","127602",14457
"OR2B11","127623",954
"ZNF648","127665",3649
"TEDDM1","127670",2500
"C1orf122","127687",1318
"COL1A1","1277",5927
"OSCP1","127700",1666
"C1orf216","127703",2934
"KLHDC7A","127707",5070
"VWA5B1","127731",4475
"UBXN10","127733",2972
"C1orf87","127795",2028
"COL1A2","1278",5411
"ARL8A","127829",2350
"SYT2","127833",7780
"LOC127841","127841",1290
"GOLT1A","127845",883
"UHMK1","127933",8658
"FCRLB","127943",1768
"ADH5","128",2644
"COL2A1","1280",5087
"WDR64","128025",4371
"C1orf131","128061",1435
"LIX1L","128077",1401
"COL3A1","1281",5490
"HSD3BP4","128102",8697
"SPATA17","128153",1235
"EDARADD","128178",3017
"COL4A1","1282",6532
"KLF17","128209",3131
"TMEM125","128218",1786
"C1orf182","128229",751
"IQGAP3","128239",6052
"APOA1BP","128240",1121
"ARHGEF19","128272",3029
"MRPL55","128308",906
"HIST3H2BB","128312",452
"LOC128322","128322",1023
"DRAM2","128338",1886
"C1orf88","128344",2346
"C1orf162","128346",917
"OR10T2","128360",945
"OR6P1","128366",954
"OR10X1","128367",981
"OR10Z1","128368",942
"OR6K6","128371",1032
"OR6N1","128372",939
"TATDN3","128387",2609
"COL4A2","1284",6264
"BHLHE23","128408",1057
"NKAIN4","128414",1430
"VSTM2L","128434",1966
"SNHG11","128439",1087
"FITM2","128486",958
"WFDC12","128488",774
"SPATA25","128497",719
"COL4A3","1285",8097
"C20orf123","128506",2043
"TSHZ2","128553",12581
"COL4A4","1286",10341
"C20orf85","128602",760
"ZNF831","128611",9404
"TBC1D20","128637",4456
"SIRPD","128646",812
"C20orf141","128653",751
"PROKR2","128674",1155
"COL4A5","1287",6445
"C20orf94","128710",1407
"COL4A6","1288",6815
"CSTL1","128817",736
"CST9L","128821",959
"CST9","128822",1689
"C20orf166","128826",1220
"DUSP15","128853",1733
"TSPY26P","128854",1215
"BPIFB6","128859",1362
"BPIFA3","128861",1109
"C20orf144","128864",570
"CHMP4B","128866",1647
"PIGU","128869",1832
"HMGB3P1","128872",888
"FAM83C","128876",3166
"COL5A1","1289",8439
"GAB4","128954",2630
"C22orf39","128977",2786
"C22orf25","128989",2271
"COL5A2","1290",6930
"ZNF280A","129025",2148
"SGSM1","129049",6176
"EMID1","129080",2060
"COL6A1","1291",4225
"ANKRD54","129138",2099
"COL6A2","1292",4342
"PPP1R21","129285",3215
"C2orf89","129293",1707
"COL6A3","1293",10696
"TMEM150A","129303",1554
"COL7A1","1294",9169
"NUP35","129401",1633
"XIRP2","129446",13023
"TYW5","129450",5370
"COL8A1","1295",2658
"NMS","129521",485
"LYG1","129530",990
"MITD1","129531",910
"DIS3L2","129563",4944
"COL8A2","1296",4447
"CMPK2","129607",4150
"MBOAT2","129642",3804
"CNTNAP5","129684",5284
"TAF8","129685",4323
"COL9A1","1297",4010
"TMEM18","129787",2124
"C7orf13","129790",2289
"COL9A2","1298",2831
"FBLN7","129804",2299
"NEU4","129807",2744
"RBM45","129831",1785
"C2orf73","129852",1921
"TRIM43","129868",1627
"BBS5","129880",3157
"C2orf77","129881",2169
"COL9A3","1299",2485
"AADAC","13",1606
"ADH6","130",3006
"COL10A1","1300",3290
"ACMSD","130013",1252
"ICA1L","130026",8591
"FAM168B","130074",5406
"OR9A4","130075",945
"COL11A1","1301",7444
"CIB4","130106",745
"REG3G","130120",942
"RFTN2","130132",3113
"C2orf63","130162",5422
"COL11A2","1302",6607
"PLEKHH2","130271",6954
"COL12A1","1303",11579
"AP1S3","130340",4002
"C2orf76","130355",950
"SGPP2","130367",1200
"ACVR1C","130399",9077
"OSR1","130497",1894
"COL13A1","1305",3137
"TTC32","130502",822
"UBR3","130507",7955
"KCTD18","130535",2940
"ALS2CR12","130540",2013
"ZNF513","130557",2354
"SPATA3","130560",870
"LYPD6","130574",4311
"LYPD6B","130576",1573
"GALM","130589",2483
"COL15A1","1306",5273
"TMEM198","130612",2218
"ZFAND2B","130617",1288
"COL16A1","1307",5584
"TMEM178","130733",1829
"CPO","130749",1209
"MDH1B","130752",2332
"COL17A1","1308",5610
"C2orf50","130813",1056
"PQLC3","130814",1788
"TMEM182","130827",3588
"AHSA2","130872",3031
"FBXO36","130888",2815
"MTERFD2","130916",4566
"CCDC148","130940",3095
"C2orf65","130951",2543
"ADH7","131",2397
"COL19A1","1310",8725
"CPNE4","131034",2576
"CCDC58","131076",718
"KCNH8","131096",5063
"COMP","1311",2452
"DNAJC19","131118",2565
"OTOL1","131149",1434
"FAM3D","131177",1308
"COMT","1312",2553
"ZPLD1","131368",3619
"LYZL4","131375",872
"KBTBD5","131377",2419
"COPA","1314",5666
"TRIM71","131405",3138
"FAM131A","131408",2805
"CD200R1","131450",2397
"CHCHD4","131474",1604
"COPB1","1315",3527
"ZDHHC19","131540",1337
"CRYBG3","131544",10752
"DCBLD2","131566",6093
"LRRC15","131578",5940
"FAM43A","131583",3145
"KLF6","1316",4662
"TPRA1","131601",2185
"TMEM42","131616",973
"UROC1","131669",3445
"SLC31A1","1317",4778
"SLC31A2","1318",1774
"FAM194A","131831",2053
"NUDT16","131870",6777
"COL6A6","131873",8470
"GRK7","131890",1746
"FAM172BP","131909",2295
"TMEM207","131920",1448
"METTL6","131965",2499
"ADK","132",2439
"TAMM41","132001",1253
"IL17RE","132014",2858
"RTP1","132112",2217
"IQCF1","132141",730
"GLYCTK","132158",3800
"PPM1M","132160",2342
"C3orf49","132200",1289
"SNTN","132203",1586
"SYNPR","132204",2987
"C3orf45","132228",1434
"RPL32P3","132241",2075
"H1FOO","132243",1067
"OCIAD2","132299",764
"SCLT1","132320",3053
"C4orf33","132321",1944
"TMEM155","132332",2316
"PABPC4L","132430",4944
"CORT","1325",1231
"MAP3K8","1326",3097
"ADAD1","132612",2255
"ZFP42","132625",2646
"LIN54","132660",6223
"SPATA18","132671",4300
"COX4I1","1327",825
"C4orf32","132720",2726
"TMPRSS11B","132724",2645
"GNPDA2","132789",1918
"SPATA4","132851",1233
"CPEB2","132864",6887
"EVC2","132884",5130
"COX5B","1329",505
"ARL9","132946",836
"AASDH","132949",3562
"PDCL2","132954",861
"C4orf36","132989",908
"ADM","133",1449
"PACRGL","133015",2296
"TRAM1L1","133022",2027
"OTOP1","133060",1869
"ENPP6","133121",3936
"SLC9B2","133308",3361
"SETD9","133383",1922
"IL31RA","133396",3671
"EMB","133418",4309
"SLCO6A1","133482",2524
"C5orf47","133491",2522
"PPARGC1B","133522",10827
"HEATR7B2","133558",5280
"EGFLAM","133584",5457
"PRRC1","133619",4691
"NADKD1","133686",3942
"UGT3A1","133688",5226
"CAPSL","133690",1099
"COX6A1","1337",548
"JMY","133746",9129
"C5orf58","133874",510
"COX6A2","1339",440
"ZNF474","133923",1957
"CCDC127","133957",1420
"ADORA1","134",2919
"COX6B1","1340",590
"OR2Y1","134083",936
"UBE2QL1","134111",6129
"C5orf49","134121",1026
"FAM173B","134145",2967
"CMBL","134147",4047
"POU5F2","134187",1295
"DNAJC21","134218",6208
"AFAP1L1","134265",4213
"GRPEL2","134266",4105
"TMEM171","134285",1266
"TMEM174","134288",1758
"LSM11","134353",2561
"POC5","134359",2242
"GPR151","134391",1260
"STARD4","134429",2264
"WDR36","134430",6592
"ZNF300P1","134466",2420
"NUDCD2","134492",948
"COX6C","1345",921
"UBLCP1","134510",2392
"ACOT12","134526",1989
"SOWAHA","134548",3457
"SHROOM1","134549",4113
"C5orf24","134553",5141
"COX7A1","1346",762
"ADAT2","134637",6253
"COX7A2","1347",754
"RIPPLY2","134701",664
"IRAK1BP1","134728",1157
"CLVS2","134829",2010
"TAAR9","134860",1049
"TAAR1","134864",1020
"COX7B","1349",456
"STXBP5","134957",9352
"ADORA2A","135",2566
"COX7C","1350",407
"COX8A","1351",507
"NCOA7","135112",7071
"HINT3","135114",3380
"PACRG","135138",1810
"B3GAT2","135152",1925
"C6orf57","135154",525
"COX10","1352",3002
"CD109","135228",9453
"RAET1E","135250",2555
"PM20D2","135293",4708
"SRSF12","135295",3599
"COX11","1353",2717
"C6orf141","135398",1696
"HUS1B","135458",1026
"COX15","1355",7689
"CP","1356",5237
"TRIM40","135644",1917
"DPCR1","135656",5286
"CPA1","1357",1429
"CPA2","1358",1330
"WBSCR28","135886",854
"TRIM50","135892",2047
"CPA3","1359",1686
"OR9A2","135924",933
"C7orf34","135927",768
"TMEM139","135932",2473
"NOBOX","135935",2076
"OR2A14","135941",933
"OR6B1","135946",936
"OR2F2","135948",954
"ADORA2B","136",1885
"CPB1","1360",1462
"ZNF786","136051",3268
"CPB2","1361",1766
"CPD","1362",9208
"EMID2","136227",3005
"PRSS37","136242",1197
"KLF14","136259",1493
"C7orf45","136263",1156
"C7orf57","136288",2134
"CPE","1363",2428
"SVOPL","136306",1819
"MTPN","136319",3884
"LRGUK","136332",2700
"ASB10","136371",2315
"CLDN4","1364",1823
"CLDN3","1365",1274
"PRSS58","136541",918
"CLDN7","1366",2044
"MPLKIP","136647",941
"CPM","1368",6727
"SRCRB4D","136853",2806
"C7orf31","136895",3609
"CPN1","1369",1756
"ASZ1","136991",3011
"CPN2","1370",3028
"CLDN23","137075",1952
"CPOX","1371",2709
"ZNF572","137209",3276
"CPS1","1373",6165
"GOT1L1","137362",1378
"FAM92A1","137392",1122
"CPT1A","1374",5485
"VPS37A","137492",4585
"CPT1B","1375",3157
"CPT2","1376",3094
"C8orf38","137682",1791
"TMEM68","137695",2317
"ABRA","137735",2754
"LYPD2","137797",534
"CR1","1378",9966
"NKX2-6","137814",717
"TMEM71","137835",2139
"SGCZ","137868",2178
"ADHFE1","137872",1895
"UBXN2B","137886",5068
"CR1L","1379",1837
"PXDNL","137902",4807
"AGPAT6","137964",6310
"UNC5D","137970",7290
"LETM2","137994",1889
"CR2","1380",4170
"DCAF4L2","138009",3326
"RALYL","138046",3221
"HGSNAT","138050",5214
"RNF183","138065",1210
"CRABP1","1381",772
"NACC2","138151",6899
"C9orf116","138162",722
"C9orf41","138199",2193
"CRABP2","1382",1166
"C9orf57","138240",1497
"C9orf85","138241",1317
"C9orf135","138255",851
"LCN8","138307",918
"FAM69B","138311",2334
"CRAT","1384",2865
"PTRH1","138428",815
"PIP5KL1","138429",1708
"TAF1L","138474",6216
"CREB1","1385",9779
"ATF2","1386",4852
"PTPDC1","138639",4863
"ANKRD19P","138649",2307
"CREBBP","1387",10197
"ARID3C","138715",1239
"RPP25L","138716",1083
"C9orf131","138724",3443
"OR13C5","138799",957
"ATF6B","1388",2616
"OR13C8","138802",963
"OR13C3","138803",1044
"OR13C4","138804",957
"OR13F1","138805",960
"OR1L8","138881",930
"OR1N2","138882",993
"OR1N1","138883",936
"CREBL2","1389",3748
"DBH-AS1","138948",2627
"CREM","1390",5873
"SLITRK4","139065",9255
"SPANXN3","139067",594
"MAGEC3","139081",2691
"BEND2","139105",4697
"PASD1","139135",3250
"DCAF12L1","139170",3390
"DGKK","139189",3919
"CRH","1392",1434
"LOC139201","139201",2539
"CXorf41","139212",1927
"MUM1L1","139221",4309
"FAM199X","139231",7602
"FAM123B","139285",8443
"CRHBP","1393",1838
"APOOL","139322",6468
"HDX","139324",6335
"FUNDC1","139341",1170
"GPR112","139378",9931
"CRHR1","1394",3082
"PTCHD1","139411",5291
"SMEK3P","139420",3131
"MAGEB10","139422",1953
"DCAF8L1","139425",3457
"CRHR2","1395",3590
"VENTXP1","139538",2716
"OTUD6A","139562",1689
"UPRT","139596",2570
"MAGEE2","139599",2257
"CRIP1","1396",480
"MAGEB16","139604",1818
"FOXR2","139628",2789
"XAGE-4","139629",439
"CRIP2","1397",1206
"GAB3","139716",4741
"PNCK","139728",1939
"ZFP92","139735",1251
"ACTRT1","139741",1442
"GPR119","139760",1193
"PAGE3","139793",628
"CRK","1398",2415
"RBMXL3","139804",3469
"DOCK11","139818",6638
"SPIN4","139886",4112
"CRKL","1399",5325
"AAMP","14",1793
"ADORA3","140",3408
"CRMP1","1400",3507
"RPS4Y2","140032",888
"CRP","1401",2015
"KRTAP13-1","140258",749
"TCP10L","140290",2697
"HAPLN1","1404",4678
"RNF113B","140432",1378
"MUC17","140453",14350
"ASB11","140456",2990
"ASB5","140458",3031
"ASB6","140459",4622
"ASB7","140460",5132
"ASB8","140461",2613
"ASB9","140462",2058
"PISRT1","140464",531
"MYL6B","140465",1064
"ZNF358","140467",1953
"MYO3B","140469",6368
"RNF32","140545",2098
"APOBEC3D","140564",2503
"S100A16","140576",1068
"CHODL","140578",2640
"DEFB104A","140596",281
"TCEAL2","140597",1101
"CRX","1406",4467
"SELM","140606",691
"NEK7","140609",4134
"ZFP28","140612",4087
"ACTRT2","140625",1422
"GATA5","140628",2595
"MLLT10P1","140678",555
"SLC32A1","140679",2574
"C20orf96","140680",1608
"BPIFA2","140683",1052
"ZBTB46","140685",5233
"WFDC3","140686",1000
"GCNT7","140687",2064
"C20orf112","140688",6887
"CBLN4","140689",2508
"CTCFL","140690",3456
"TRIM69","140691",1901
"C20orf132","140699",3648
"CRY1","1407",3258
"SAMD10","140700",2181
"ABHD16B","140701",1776
"C20orf160","140706",2532
"BRI3BP","140707",1272
"SOGA1","140710",8726
"C20orf118","140711",2041
"RIMS4","140730",5210
"ANKRD60","140731",1206
"SUN5","140732",1252
"MACROD2","140733",5107
"DYNLL2","140735",1522
"TMEM37","140738",1687
"UBE2F","140739",2206
"ADAMTS14","140766",5269
"NRSN1","140767",2408
"SMCR5","140771",2844
"SMCR8","140775",8310
"SMCR9","140776",543
"CRY2","1408",4368
"RPL10L","140801",813
"TRPM6","140803",8632
"KRT72","140807",2015
"SRXN1","140809",2574
"ROMO1","140823",461
"NEURL2","140825",1259
"LINC00261","140828",4912
"ZSWIM3","140831",2973
"WFDC10A","140832",482
"BANF2","140836",640
"NANP","140838",3801
"LINC00266-1","140849",723
"DEFB127","140850",439
"C20orf79","140856",667
"ISM1","140862",2592
"WFDC6","140870",619
"C20orf173","140873",2401
"LINC00028","140875",587
"FAM65C","140876",4283
"CST11","140880",553
"DEFB129","140881",698
"ZNF280B","140883",5733
"SIRPA","140885",4478
"PABPC5","140886",3447
"SREK1","140890",4488
"C20orf151","140893",2833
"C20orf152","140894",1927
"CRYAA","1409",1114
"STK35","140901",6414
"R3HDML","140902",1377
"C5orf20","140947",3135
"ADPRH","141",3439
"CRYAB","1410",691
"CRYBA1","1411",800
"CRYBA2","1412",885
"CRYBA4","1413",811
"CRYBB1","1414",921
"CRYBB2","1415",763
"CRYBB2P1","1416",1501
